region	chr	midPos	Nsites
(124,950)(101818,102645)(100000,150000)	JASDQU010735784.1	125000	828	0.594848
(835,1229)(323931,324412)(300000,350000)	JASDQU010735795.1	325000	396	0.519437
(622,1685)(498759,499839)(450000,500000)	JASDQU010735796.1	475000	1065	0.721589
(2441,2463)(68141,68164)(50000,100000)	JASDQU010735804.1	75000	24	0.098810
(51,578)(95764,96322)(50000,100000)	JASDQU010735812.1	75000	529	0.175753
(6710,6739)(155890,155923)(150000,200000)	JASDQU010735823.1	175000	31	0.044861
(112,315)(196011,196285)(150000,200000)	JASDQU010735826.1	175000	205	0.286685
(32,1389)(186348,187728)(150000,200000)	JASDQU010735836.1	175000	1359	0.671664
(2243,4316)(75278,86763)(50000,100000)	JASDQU010735854.1	75000	2075	0.743433
(182,1103)(251732,252673)(250000,300000)	JASDQU010735856.1	275000	923	0.711500
(4083,7786)(117972,144254)(100000,150000)	JASDQU010735860.1	125000	3705	0.741991
(111,754)(170576,172597)(150000,200000)	JASDQU010735865.1	175000	645	0.110032
(781,802)(61837,61862)(50000,100000)	JASDQU010735871.1	75000	23	0.043243
(1525,1992)(57286,57939)(50000,100000)	JASDQU010735876.1	75000	469	0.055252
(654,1348)(179453,180163)(150000,200000)	JASDQU010735888.1	175000	696	0.308522
(331,342)(58957,58968)(50000,100000)	JASDQU010735899.1	75000	13	0.068364
(865,1698)(219537,249999)(200000,250000)	JASDQU010735900.1	225000	835	0.405842
(284,1265)(235529,236529)(200000,250000)	JASDQU010735907.1	225000	983	0.302942
(1266,2413)(272754,294810)(250000,300000)	JASDQU010735907.1	275000	1149	0.433581
(180,710)(52044,52579)(50000,100000)	JASDQU010735917.1	75000	532	0.416336
(711,1816)(167211,168326)(150000,200000)	JASDQU010735917.1	175000	1107	0.767229
(137,141)(306108,306113)(300000,350000)	JASDQU010735918.1	325000	6	0.056457
(224,520)(50000,56992)(50000,100000)	JASDQU010735922.1	75000	298	0.432115
(3057,4417)(133179,134549)(100000,150000)	JASDQU010735929.1	125000	1362	0.235724
(4418,5095)(196966,197754)(150000,200000)	JASDQU010735929.1	175000	679	0.282427
(979,1050)(94959,95040)(50000,100000)	JASDQU010735947.1	75000	73	0.120985
(1051,1206)(102140,102440)(100000,150000)	JASDQU010735947.1	125000	157	0.059503
(857,2042)(120947,122186)(100000,150000)	JASDQU010735950.1	125000	1187	0.660366
(230,816)(258734,259362)(250000,300000)	JASDQU010735956.1	275000	588	0.074507
(590,705)(235455,235805)(200000,250000)	JASDQU010735973.1	225000	117	0.268957
(706,1253)(284714,285337)(250000,300000)	JASDQU010735973.1	275000	549	0.431584
(1254,1712)(329523,330022)(300000,350000)	JASDQU010735973.1	325000	460	0.606393
(443,3810)(71921,75338)(50000,100000)	JASDQU010735975.1	75000	3369	0.426148
(481,598)(486825,491795)(450000,500000)	JASDQU010735977.1	475000	119	0.057061
(1192,1732)(257898,258540)(250000,300000)	JASDQU010735979.1	275000	542	0.150891
(120,790)(285935,299535)(250000,300000)	JASDQU010735988.1	275000	672	0.184622
(791,1629)(305124,305986)(300000,350000)	JASDQU010735988.1	325000	840	0.455119
(1902,1969)(307400,307490)(300000,350000)	JASDQU010735993.1	325000	69	0.091764
(1970,1979)(366804,366813)(350000,400000)	JASDQU010735993.1	375000	11	0.060654
(501,644)(76665,76821)(50000,100000)	JASDQU010736002.1	75000	145	0.231688
(645,662)(150091,150149)(150000,200000)	JASDQU010736002.1	175000	19	0.089157
(351,1095)(186574,187792)(150000,200000)	JASDQU010736008.1	175000	746	0.039138
(1096,1099)(203603,203606)(200000,250000)	JASDQU010736008.1	225000	5	0.042242
(1100,1901)(393585,394397)(350000,400000)	JASDQU010736008.1	375000	803	0.128108
(302,650)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.559247
(887,1184)(54092,54485)(50000,100000)	JASDQU010736014.1	75000	299	0.052140
(1273,1336)(60916,61014)(50000,100000)	JASDQU010736017.1	75000	65	0.126759
(2763,3287)(200000,200547)(200000,250000)	JASDQU010736018.1	225000	526	0.213475
(150,340)(223490,223712)(200000,250000)	JASDQU010736021.1	225000	192	0.081400
(289,3293)(358058,375072)(350000,400000)	JASDQU010736022.1	375000	3006	0.764667
(2898,3099)(55019,55234)(50000,100000)	JASDQU010736026.1	75000	203	0.055286
(128,990)(303182,304050)(300000,350000)	JASDQU010736036.1	325000	864	0.613180
(420,555)(161639,161881)(150000,200000)	JASDQU010736047.1	175000	137	0.044552
(556,1672)(204679,205805)(200000,250000)	JASDQU010736047.1	225000	1118	0.030930
(411,680)(50000,50551)(50000,100000)	JASDQU010736048.1	75000	271	0.045291
(681,745)(357392,357468)(350000,400000)	JASDQU010736048.1	375000	66	0.044661
(517,927)(381619,382040)(350000,400000)	JASDQU010736069.1	375000	412	-0.011371
(928,1134)(408573,410615)(400000,450000)	JASDQU010736069.1	425000	208	0.013748
(758,1789)(448415,449755)(400000,450000)	JASDQU010736071.1	425000	1033	0.047426
(153,707)(130005,130564)(100000,150000)	JASDQU010736087.1	125000	556	0.014766
(583,598)(88653,88668)(50000,100000)	JASDQU010736093.1	75000	17	0.064034
(406,1800)(350566,385817)(350000,400000)	JASDQU010736095.1	375000	1396	0.192374
(2182,2635)(250584,251075)(250000,300000)	JASDQU010736107.1	275000	455	0.719759
(1724,1872)(394708,394861)(350000,400000)	JASDQU010736108.1	375000	150	0.085444
(114,559)(152464,152944)(150000,200000)	JASDQU010736121.1	175000	447	0.112541
(911,1083)(263765,263959)(250000,300000)	JASDQU010736134.1	275000	174	0.158743
(487,934)(451419,451912)(450000,500000)	JASDQU010736136.1	475000	449	0.087575
(935,2086)(728075,744973)(700000,750000)	JASDQU010736136.1	725000	1153	0.142798
(2087,4437)(827488,830126)(800000,850000)	JASDQU010736136.1	825000	2352	0.542236
(603,1109)(150641,152992)(150000,200000)	JASDQU010736149.1	175000	508	0.204802
(199,485)(222475,222853)(200000,250000)	JASDQU010736150.1	225000	288	0.177260
(486,521)(386369,386416)(350000,400000)	JASDQU010736150.1	375000	37	0.017609
(10,75)(188287,188361)(150000,200000)	JASDQU010736156.1	175000	67	0.061559
(2445,2515)(70120,70191)(50000,100000)	JASDQU010736163.1	75000	72	0.428935
(1120,1418)(137145,137465)(100000,150000)	JASDQU010736164.1	125000	300	0.056609
(809,2922)(275304,285826)(250000,300000)	JASDQU010736169.1	275000	2115	0.492598
(2923,3510)(342835,349525)(300000,350000)	JASDQU010736169.1	325000	589	-0.005668
(3511,4037)(486375,486927)(450000,500000)	JASDQU010736169.1	475000	528	0.173519
(4038,5034)(737822,738857)(700000,750000)	JASDQU010736169.1	725000	998	0.268398
(256,294)(219838,219905)(200000,250000)	JASDQU010736171.1	225000	40	0.232070
(133,709)(251131,251948)(250000,300000)	JASDQU010736179.1	275000	578	0.039560
(2655,3256)(264788,265393)(250000,300000)	JASDQU010736186.1	275000	603	0.371322
(139,2049)(134153,137888)(100000,150000)	JASDQU010736195.1	125000	1912	0.070503
(235,568)(93312,93750)(50000,100000)	JASDQU010736227.1	75000	335	0.151082
(569,679)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	112	0.023466
(680,748)(368817,368887)(350000,400000)	JASDQU010736227.1	375000	70	0.100211
(749,1015)(410610,410941)(400000,450000)	JASDQU010736227.1	425000	268	0.526885
(324,1063)(60426,84754)(50000,100000)	JASDQU010736234.1	75000	741	0.013834
(162,1697)(164325,199999)(150000,200000)	JASDQU010736236.1	175000	1537	0.192217
(1698,1737)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.054615
(38,1501)(133694,141736)(100000,150000)	JASDQU010736242.1	125000	1465	0.051581
(797,1693)(424866,446078)(400000,450000)	JASDQU010736254.1	425000	898	0.760738
(323,1296)(83028,85470)(50000,100000)	JASDQU010736260.1	75000	975	0.249900
(3707,8298)(50000,64997)(50000,100000)	JASDQU010736264.1	75000	4593	0.192253
(775,2348)(262802,282369)(250000,300000)	JASDQU010736274.1	275000	1575	0.166194
(2349,3251)(374392,390047)(350000,400000)	JASDQU010736274.1	375000	904	0.287799
(3252,3829)(401185,401824)(400000,450000)	JASDQU010736274.1	425000	579	0.066422
(244,484)(286464,286726)(250000,300000)	JASDQU010736277.1	275000	242	0.070042
(54,1384)(157204,176358)(150000,200000)	JASDQU010736279.1	175000	1332	0.152472
(1385,2074)(207668,208374)(200000,250000)	JASDQU010736279.1	225000	691	0.159489
(722,876)(191535,191840)(150000,200000)	JASDQU010736286.1	175000	156	0.081971
(2378,2459)(131745,131834)(100000,150000)	JASDQU010736304.1	125000	83	0.171656
(2460,3490)(165237,170943)(150000,200000)	JASDQU010736304.1	175000	1032	0.034437
(3491,3735)(228193,233935)(200000,250000)	JASDQU010736304.1	225000	246	0.049828
(497,689)(107758,146277)(100000,150000)	JASDQU010736305.1	125000	194	0.110947
(690,922)(248571,248883)(200000,250000)	JASDQU010736305.1	225000	234	0.032748
(74,377)(249689,249999)(200000,250000)	JASDQU010736306.1	225000	305	0.181768
(469,1338)(50203,51076)(50000,100000)	JASDQU010736307.1	75000	871	0.196518
(2319,2921)(99397,99999)(50000,100000)	JASDQU010736308.1	75000	604	0.933347
(2922,2955)(100001,100039)(100000,150000)	JASDQU010736308.1	125000	35	0.043392
(433,735)(194492,194897)(150000,200000)	JASDQU010736309.1	175000	304	0.023356
(4960,6134)(298819,299999)(250000,300000)	JASDQU010736322.1	275000	1176	0.699087
(528,2949)(55594,85771)(50000,100000)	JASDQU010736332.1	75000	2423	0.402382
(2950,2996)(103145,103197)(100000,150000)	JASDQU010736332.1	125000	48	0.165633
(2997,4438)(328970,330465)(300000,350000)	JASDQU010736332.1	325000	1443	0.609433
(1,161)(318360,321226)(300000,350000)	JASDQU010736339.1	325000	162	0.058990
(1225,1399)(63943,64123)(50000,100000)	JASDQU010736342.1	75000	176	0.144902
(403,892)(87701,89927)(50000,100000)	JASDQU010736343.1	75000	491	0.033371
(394,1171)(90398,91255)(50000,100000)	JASDQU010736347.1	75000	779	0.276451
(350,1582)(69683,74760)(50000,100000)	JASDQU010736349.1	75000	1234	0.361197
(346,1562)(162463,182776)(150000,200000)	JASDQU010736352.1	175000	1218	0.319818
(1563,1620)(231922,231994)(200000,250000)	JASDQU010736352.1	225000	59	0.038072
(1621,1655)(347045,347088)(300000,350000)	JASDQU010736352.1	325000	36	0.242374
(55,2170)(62417,87057)(50000,100000)	JASDQU010736360.1	75000	2117	0.277638
(464,591)(282729,282865)(250000,300000)	JASDQU010736368.1	275000	129	-0.010576
(11,1143)(129269,130411)(100000,150000)	JASDQU010736369.1	125000	1134	0.475877
(522,666)(197022,197191)(150000,200000)	JASDQU010736377.1	175000	146	0.116609
(1,5654)(278417,287959)(250000,300000)	JASDQU010736381.1	275000	5655	0.242981
(293,498)(291536,291804)(250000,300000)	JASDQU010736387.1	275000	207	0.495234
(499,596)(342677,342803)(300000,350000)	JASDQU010736387.1	325000	99	0.037401
(377,603)(258957,259323)(250000,300000)	JASDQU010736392.1	275000	228	0.577996
(174,584)(625609,626022)(600000,650000)	JASDQU010736402.1	625000	412	0.000158
(1003,3059)(50000,52278)(50000,100000)	JASDQU010736405.1	75000	2058	0.571473
(82,1379)(184551,197407)(150000,200000)	JASDQU010736418.1	175000	1299	0.350515
(1380,2276)(390780,391916)(350000,400000)	JASDQU010736418.1	375000	898	0.162265
(2277,3600)(443080,447758)(400000,450000)	JASDQU010736418.1	425000	1325	0.626958
(842,1506)(308542,309207)(300000,350000)	JASDQU010736421.1	325000	666	0.197317
(85,486)(210796,241714)(200000,250000)	JASDQU010736425.1	225000	403	0.076507
(487,753)(260918,261246)(250000,300000)	JASDQU010736425.1	275000	268	0.370252
(341,575)(270432,270778)(250000,300000)	JASDQU010736428.1	275000	236	0.042570
(576,685)(366832,367998)(350000,400000)	JASDQU010736428.1	375000	111	0.055973
(686,687)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.052951
(1666,2247)(137133,145817)(100000,150000)	JASDQU010736438.1	125000	583	0.180067
(2248,2482)(213624,214073)(200000,250000)	JASDQU010736438.1	225000	236	0.079090
(641,1429)(125680,129381)(100000,150000)	JASDQU010736441.1	125000	790	0.152173
(977,4595)(58667,64546)(50000,100000)	JASDQU010736446.1	75000	3620	0.298831
(4596,14258)(264082,275513)(250000,300000)	JASDQU010736446.1	275000	9664	0.679233
(14259,14837)(398985,399567)(350000,400000)	JASDQU010736446.1	375000	580	0.186501
(132,143)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.079035
(144,150)(269790,269869)(250000,300000)	JASDQU010736454.1	275000	8	0.031821
(151,541)(308656,309071)(300000,350000)	JASDQU010736454.1	325000	392	0.091924
(972,974)(200775,200777)(200000,250000)	JASDQU010736455.1	225000	4	0.047148
(105,562)(176577,177101)(150000,200000)	JASDQU010736459.1	175000	459	0.447019
(1937,2194)(87677,87968)(50000,100000)	JASDQU010736469.1	75000	259	0.146925
(402,421)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	21	0.659549
(422,724)(197299,197656)(150000,200000)	JASDQU010736472.1	175000	304	0.772452
(101,1040)(103524,106482)(100000,150000)	JASDQU010736490.1	125000	941	0.290545
(7,723)(496813,497600)(450000,500000)	JASDQU010736499.1	475000	718	0.021211
(724,2043)(502471,527345)(500000,550000)	JASDQU010736499.1	525000	1321	0.061809
(2044,2500)(562949,563448)(550000,600000)	JASDQU010736499.1	575000	458	-0.016653
(693,1324)(279401,280053)(250000,300000)	JASDQU010736507.1	275000	633	0.619382
(1325,2080)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.293824
(198,708)(230028,245263)(200000,250000)	JASDQU010736510.1	225000	512	0.047942
(968,1237)(168471,168749)(150000,200000)	JASDQU010736530.1	175000	271	0.165743
(95,616)(172609,198205)(150000,200000)	JASDQU010736542.1	175000	523	0.063733
(50,1296)(156105,157846)(150000,200000)	JASDQU010736555.1	175000	1248	0.691728
(60,799)(261862,262701)(250000,300000)	JASDQU010736567.1	275000	741	0.388085
(800,1322)(378314,378840)(350000,400000)	JASDQU010736567.1	375000	524	0.401113
(356,1079)(108250,108985)(100000,150000)	JASDQU010736569.1	125000	725	0.590781
(1080,1465)(226955,227354)(200000,250000)	JASDQU010736569.1	225000	387	0.007988
(1466,1855)(265172,265662)(250000,300000)	JASDQU010736569.1	275000	391	0.003325
(630,1497)(179903,180797)(150000,200000)	JASDQU010736570.1	175000	869	0.013490
(532,659)(319590,319827)(300000,350000)	JASDQU010736584.1	325000	129	0.027614
(660,1636)(363303,384851)(350000,400000)	JASDQU010736584.1	375000	978	0.140088
(161,1147)(65688,66676)(50000,100000)	JASDQU010736605.1	75000	988	0.271384
(167,424)(247350,247635)(200000,250000)	JASDQU010736615.1	225000	259	0.076113
(425,517)(324380,324510)(300000,350000)	JASDQU010736615.1	325000	94	0.037975
(518,1718)(548796,549999)(500000,550000)	JASDQU010736615.1	525000	1202	0.592690
(1983,7313)(222346,248653)(200000,250000)	JASDQU010736616.1	225000	5332	0.243932
(7314,7535)(350036,389235)(350000,400000)	JASDQU010736616.1	375000	223	0.035602
(7536,7560)(418597,420738)(400000,450000)	JASDQU010736616.1	425000	26	0.062912
(18,181)(159221,159390)(150000,200000)	JASDQU010736621.1	175000	165	0.033394
(612,991)(359622,360015)(350000,400000)	JASDQU010736624.1	375000	381	0.061767
(329,866)(239033,239602)(200000,250000)	JASDQU010736634.1	225000	539	0.356940
(841,1547)(287779,288516)(250000,300000)	JASDQU010736651.1	275000	708	0.847245
(865,3570)(57455,63022)(50000,100000)	JASDQU010736676.1	75000	2707	0.704537
(931,1054)(471550,471687)(450000,500000)	JASDQU010736679.1	475000	125	0.190616
(284,516)(279072,279321)(250000,300000)	JASDQU010736680.1	275000	234	0.034698
(517,1496)(302720,303710)(300000,350000)	JASDQU010736680.1	325000	981	0.118600
(1242,1688)(169509,192702)(150000,200000)	JASDQU010736690.1	175000	448	0.062210
(574,2248)(208094,219782)(200000,250000)	JASDQU010736692.1	225000	1676	0.040666
(2249,2806)(270625,271238)(250000,300000)	JASDQU010736692.1	275000	559	0.227614
(2807,2881)(491995,492071)(450000,500000)	JASDQU010736692.1	475000	76	0.319510
(2882,2955)(618909,619000)(600000,650000)	JASDQU010736692.1	625000	75	0.053265
(2956,3832)(773378,792770)(750000,800000)	JASDQU010736692.1	775000	878	0.372351
(645,691)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	48	0.829433
(692,1194)(366541,367114)(350000,400000)	JASDQU010736718.1	375000	504	0.753888
(369,1638)(351166,352493)(350000,400000)	JASDQU010736720.1	375000	1271	0.631460
(302,818)(101585,102311)(100000,150000)	JASDQU010736744.1	125000	518	0.042718
(96,861)(69791,70915)(50000,100000)	JASDQU010736755.1	75000	767	0.620652
(43,551)(173192,173830)(150000,200000)	JASDQU010736757.1	175000	510	0.004154
(637,1157)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	522	0.022469
(273,1730)(55550,81596)(50000,100000)	JASDQU010736778.1	75000	1459	0.811358
(1731,4468)(235134,237990)(200000,250000)	JASDQU010736778.1	225000	2739	0.805352
(4208,5893)(50779,70122)(50000,100000)	JASDQU010736780.1	75000	1687	0.494001
(5894,6577)(206972,207701)(200000,250000)	JASDQU010736780.1	225000	685	0.719680
(59,95)(161905,161964)(150000,200000)	JASDQU010736808.1	175000	38	0.060819
(328,1687)(66252,75569)(50000,100000)	JASDQU010736810.1	75000	1361	0.108255
(592,776)(56976,57170)(50000,100000)	JASDQU010736818.1	75000	186	0.126700
(777,1355)(145498,148336)(100000,150000)	JASDQU010736818.1	125000	580	-0.009042
(570,1601)(227394,229004)(200000,250000)	JASDQU010736832.1	225000	1033	0.463763
(1602,3069)(308758,320724)(300000,350000)	JASDQU010736832.1	325000	1469	0.549919
(3070,4511)(366772,369700)(350000,400000)	JASDQU010736832.1	375000	1443	0.784529
(190,978)(121505,122327)(100000,150000)	JASDQU010736834.1	125000	790	0.409705
(2989,3294)(165393,165901)(150000,200000)	JASDQU010736845.1	175000	307	0.017482
(611,1428)(104666,142554)(100000,150000)	JASDQU010736850.1	125000	819	0.278771
(310,395)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.040290
(54,278)(347478,347720)(300000,350000)	JASDQU010736857.1	325000	226	0.390912
(279,991)(482193,482956)(450000,500000)	JASDQU010736857.1	475000	714	0.108917
(21,189)(59000,59204)(50000,100000)	JASDQU010736858.1	75000	170	0.070401
(1469,1809)(107257,107603)(100000,150000)	JASDQU010736859.1	125000	342	0.053166
(1606,1715)(155551,158156)(150000,200000)	JASDQU010736887.1	175000	111	0.073899
(472,1032)(147084,147651)(100000,150000)	JASDQU010736912.1	125000	562	0.228834
(192,272)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.281998
(5577,6581)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	1006	0.467775
(96,852)(75446,80314)(50000,100000)	JASDQU010736920.1	75000	758	0.120316
(1620,4448)(200694,204164)(200000,250000)	JASDQU010736921.1	225000	2830	0.376192
(1096,1209)(93089,93204)(50000,100000)	JASDQU010736931.1	75000	115	0.050349
(960,968)(446506,446519)(400000,450000)	JASDQU010736940.1	425000	10	0.100548
(855,937)(154452,154601)(150000,200000)	JASDQU010736944.1	175000	84	0.061540
(316,1140)(109854,124676)(100000,150000)	JASDQU010736947.1	125000	826	0.239742
(164,617)(50000,50967)(50000,100000)	JASDQU010736949.1	75000	455	0.226613
(98,996)(140769,141749)(100000,150000)	JASDQU010737017.1	125000	900	0.434044
(36,660)(468527,487849)(450000,500000)	JASDQU010737019.1	475000	626	0.140208
(661,1045)(526041,526556)(500000,550000)	JASDQU010737019.1	525000	386	0.126664
(1046,1803)(614430,628583)(600000,650000)	JASDQU010737019.1	625000	759	0.152286
(1195,3584)(200479,237530)(200000,250000)	JASDQU010737021.1	225000	2391	0.164811
(2033,3068)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1037	0.128571
(749,766)(194269,194348)(150000,200000)	JASDQU010737067.1	175000	19	0.129230
(51,715)(181020,181711)(150000,200000)	JASDQU010737100.1	175000	666	0.278027
(999,1667)(133272,133945)(100000,150000)	JASDQU010737114.1	125000	670	0.768110
(647,738)(144088,144200)(100000,150000)	JASDQU010737125.1	125000	93	0.156107
(441,3493)(60138,81942)(50000,100000)	JASDQU010737126.1	75000	3054	0.044173
(286,936)(322812,344247)(300000,350000)	JASDQU010737131.1	325000	652	0.045277
(1514,2288)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	776	0.234768
(940,1576)(255603,293608)(250000,300000)	JASDQU010737177.1	275000	638	0.543717
(933,2770)(50209,70191)(50000,100000)	JASDQU010737195.1	75000	1839	0.755802
(205,3864)(56939,80618)(50000,100000)	JASDQU010737211.1	75000	3661	0.406913
(11267,12353)(250460,251550)(250000,300000)	JASDQU010737219.1	275000	1088	0.397528
(131,470)(100000,132305)(100000,150000)	JASDQU010737222.1	125000	341	0.097341
(471,522)(280269,280323)(250000,300000)	JASDQU010737222.1	275000	53	0.079725
(794,3037)(238172,240664)(200000,250000)	JASDQU010737237.1	225000	2245	0.472401
(3038,4105)(250271,251367)(250000,300000)	JASDQU010737237.1	275000	1069	0.446889
(1833,2068)(72498,72855)(50000,100000)	JASDQU010737240.1	75000	237	0.015135
(2069,2195)(226083,226220)(200000,250000)	JASDQU010737240.1	225000	128	0.056636
(2196,2804)(357711,358468)(350000,400000)	JASDQU010737240.1	375000	610	0.029877
(470,1425)(83442,84400)(50000,100000)	JASDQU010737248.1	75000	957	0.380364
(103,271)(168434,168603)(150000,200000)	JASDQU010737251.1	175000	170	0.019487
(272,1360)(363623,364761)(350000,400000)	JASDQU010737251.1	375000	1090	0.260043
(1875,3440)(50000,54576)(50000,100000)	JASDQU010737271.1	75000	1567	0.098815
(428,456)(344224,344255)(300000,350000)	JASDQU010737287.1	325000	30	0.062915
(983,1395)(74987,75595)(50000,100000)	JASDQU010737288.1	75000	414	-0.000311
(127,852)(171260,174530)(150000,200000)	JASDQU010737290.1	175000	727	0.044141
(3100,4658)(443726,449999)(400000,450000)	JASDQU010737307.1	425000	1560	0.384026
(325,415)(67775,68116)(50000,100000)	JASDQU010737313.1	75000	92	0.104002
(2124,2513)(149161,149563)(100000,150000)	JASDQU010737323.1	125000	391	0.730849
(2514,4418)(183708,191508)(150000,200000)	JASDQU010737323.1	175000	1906	0.550776
(2011,3142)(200000,225717)(200000,250000)	JASDQU010737329.1	225000	1133	0.548484
(3143,3442)(265470,281071)(250000,300000)	JASDQU010737329.1	275000	301	0.232124
(799,1520)(100000,100739)(100000,150000)	JASDQU010737333.1	125000	723	0.052238
(414,472)(186369,186447)(150000,200000)	JASDQU010737338.1	175000	60	-0.003489
(159,846)(50000,51170)(50000,100000)	JASDQU010737345.1	75000	689	0.127448
(1017,1481)(105759,106953)(100000,150000)	JASDQU010737364.1	125000	466	0.657735
(94,136)(162262,162349)(150000,200000)	JASDQU010737380.1	175000	44	0.041797
(1006,3204)(155325,193743)(150000,200000)	JASDQU010737381.1	175000	2200	0.833257
(3205,3254)(201914,202015)(200000,250000)	JASDQU010737381.1	225000	51	0.694415
(3255,3346)(348441,348541)(300000,350000)	JASDQU010737381.1	325000	93	0.082148
(212,1198)(58587,59806)(50000,100000)	JASDQU010737395.1	75000	988	0.113230
(153,201)(279625,279676)(250000,300000)	JASDQU010737398.1	275000	50	0.001420
(114,806)(320591,321320)(300000,350000)	JASDQU010737411.1	325000	694	0.603315
(807,1669)(370250,379582)(350000,400000)	JASDQU010737411.1	375000	864	0.655665
(1670,3482)(400415,402934)(400000,450000)	JASDQU010737411.1	425000	1814	0.574520
(3483,3615)(493473,493632)(450000,500000)	JASDQU010737411.1	475000	134	0.052351
(2669,2959)(343968,344367)(300000,350000)	JASDQU010737414.1	325000	292	0.030915
(2960,4099)(378719,380094)(350000,400000)	JASDQU010737414.1	375000	1141	0.769124
(4100,4456)(418191,418608)(400000,450000)	JASDQU010737414.1	425000	358	0.762657
(8,17)(327785,327804)(300000,350000)	JASDQU010737418.1	325000	11	0.052911
(461,577)(108795,136938)(100000,150000)	JASDQU010737436.1	125000	118	0.119591
(968,3225)(53773,99041)(50000,100000)	JASDQU010737473.1	75000	2259	0.756089
(172,799)(140769,141406)(100000,150000)	JASDQU010737474.1	125000	629	0.037626
(341,556)(98109,98326)(50000,100000)	JASDQU010737488.1	75000	217	0.035790
(1848,5609)(50230,99333)(50000,100000)	JASDQU010737489.1	75000	3763	0.670090
(261,775)(90483,91006)(50000,100000)	JASDQU010737508.1	75000	516	0.200245
(776,1176)(117080,133159)(100000,150000)	JASDQU010737508.1	125000	402	-0.007347
(355,526)(55332,55505)(50000,100000)	JASDQU010737520.1	75000	173	0.402228
(527,665)(115493,115631)(100000,150000)	JASDQU010737520.1	125000	140	-0.010193
(666,1165)(152996,153525)(150000,200000)	JASDQU010737520.1	175000	501	0.358020
(288,791)(293291,293922)(250000,300000)	JASDQU010737536.1	275000	505	0.005597
(792,991)(378145,378344)(350000,400000)	JASDQU010737536.1	375000	201	0.104097
(79,249)(50350,50543)(50000,100000)	JASDQU010737549.1	75000	172	0.061251
(250,454)(241022,241269)(200000,250000)	JASDQU010737549.1	225000	206	0.033415
(437,7118)(92746,99880)(50000,100000)	JASDQU010737551.1	75000	6683	0.625932
(2255,2758)(214200,214729)(200000,250000)	JASDQU010737562.1	225000	505	0.175227
(540,541)(173496,173498)(150000,200000)	JASDQU010737568.1	175000	3	0.055404
(49,186)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.046228
(45,87)(95075,95188)(50000,100000)	JASDQU010737584.1	75000	44	-0.018314
(468,581)(321601,321728)(300000,350000)	JASDQU010737599.1	325000	115	0.222522
(1479,1846)(298987,299482)(250000,300000)	JASDQU010737607.1	275000	369	0.730297
(3,1059)(234534,247304)(200000,250000)	JASDQU010737612.1	225000	1058	0.144153
(148,2851)(104628,108788)(100000,150000)	JASDQU010737634.1	125000	2705	0.665800
(60,540)(443555,444433)(400000,450000)	JASDQU010737637.1	425000	482	0.029859
(64,1688)(140968,142746)(100000,150000)	JASDQU010737639.1	125000	1626	0.470640
(184,1406)(107352,127637)(100000,150000)	JASDQU010737650.1	125000	1224	0.107590
(35,873)(110750,111589)(100000,150000)	JASDQU010737652.1	125000	840	0.670688
(874,984)(167657,168191)(150000,200000)	JASDQU010737652.1	175000	112	0.039064
(985,1848)(296753,297629)(250000,300000)	JASDQU010737652.1	275000	865	0.490312
(150,219)(424908,424984)(400000,450000)	JASDQU010737653.1	425000	71	0.901489
(220,355)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.638301
(175,502)(160048,160597)(150000,200000)	JASDQU010737655.1	175000	329	0.046929
(503,559)(214948,215057)(200000,250000)	JASDQU010737655.1	225000	58	0.020242
(38,6706)(220478,236258)(200000,250000)	JASDQU010737682.1	225000	6670	0.239760
(696,700)(225637,225644)(200000,250000)	JASDQU010737709.1	225000	6	0.034208
(701,1560)(354102,355066)(350000,400000)	JASDQU010737709.1	375000	861	0.288104
(2050,2122)(68692,68820)(50000,100000)	JASDQU010737723.1	75000	74	0.115252
(464,655)(108940,109409)(100000,150000)	JASDQU010737726.1	125000	193	0.046752
(601,663)(147899,148187)(100000,150000)	JASDQU010737739.1	125000	64	0.140595
(31,151)(180844,181036)(150000,200000)	JASDQU010737754.1	175000	122	0.144147
(516,1320)(270420,271394)(250000,300000)	JASDQU010737777.1	275000	806	0.038172
(977,1150)(64812,64994)(50000,100000)	JASDQU010737779.1	75000	175	0.016476
(714,771)(97023,97156)(50000,100000)	JASDQU010737784.1	75000	59	0.026981
(772,938)(180864,181032)(150000,200000)	JASDQU010737784.1	175000	168	0.056031
